question,question_ids,answer,answer_ids
 to her inexperience of the world and prone to be nihilistic. Her name is directly drawn from both the eponymous gemstone and the mineral benito,"[271, 573, 272, 45990, 275, 248, 1079, 273, 18984, 271, 314, 287, 42342, 3010, 204, 25, 2783, 1536, 304, 3644, 9655, 427, 1216, 248, 2957, 9586, 59051, 273, 248, 14883, 1486, 4114]", dearest,60111
" abilities. Depending on their types, absorbed Otellos can be used to fight, heal or be shot as a projectile weapon. Multiple Ot","[10991, 204, 25, 19501, 313, 525, 3059, 204, 23, 22185, 16880, 39512, 418, 314, 1042, 271, 3380, 204, 23, 12668, 379, 314, 4556, 345, 241, 1441, 558, 11031, 204, 25, 19683, 16880]", tw,748
-@ northwest and strengthened quickly to peak winds of 140 mph ( 220 km / h ) on September 12. This made it,"[24, 43, 35209, 273, 33549, 2976, 271, 10648, 17449, 275, 204, 9690, 24846, 204, 19, 204, 12149, 8027, 204, 26, 278, 204, 20, 313, 3278, 204, 928, 204, 25, 735, 1021, 334]", professor,10065
" 2013, Chief Keef celebrated by releasing the mixtape Bang, Pt. 2. Bang, Pt. 2","[204, 626, 30, 204, 23, 7825, 2602, 761, 14374, 431, 18776, 248, 61554, 1948, 9772, 204, 23, 45754, 204, 25, 204, 29, 204, 25, 9772, 204, 23, 45754, 204, 25, 204, 29]",kont,49518
. It was written by Krista Vernoff and directed by Bill D 'Elia. The episode was originally broadcast on the American Broadcasting Company ,"[204, 25, 605, 398, 3523, 431, 16230, 76, 26827, 2710, 273, 9009, 431, 6216, 361, 204, 18, 5337, 494, 204, 25, 390, 6699, 398, 8506, 10528, 313, 248, 2281, 48529, 4927, 204]", Chr,51764
 presence of light brown pigmentation on the skin called café au lait spots. These were never observed on Merrick's body. Neurofib,"[5312, 275, 1547, 6537, 12862, 16512, 313, 248, 2703, 1964, 23056, 2795, 59884, 9985, 204, 25, 2050, 646, 1328, 7790, 313, 31593, 588, 204, 18, 94, 1691, 204, 25, 20595, 81, 518]", identified,6935
" a plastic @-@ bristle dog brush to apply the oil paint onto the canvas. By the time of his death, Look Mickey was regarded","[241, 6105, 204, 43, 24, 43, 809, 17286, 3696, 10633, 271, 3137, 248, 2476, 4337, 4817, 248, 15482, 204, 25, 2702, 248, 601, 275, 545, 2787, 204, 23, 8114, 34629, 398, 15475]",edar,18329
"'s front half gives way to an emotionally dense second half. "" Veering from synth @-@ funk to slow jam styles,","[204, 18, 94, 2365, 2465, 3483, 818, 271, 267, 18965, 19428, 1459, 2465, 204, 25, 204, 13, 5187, 1369, 427, 33390, 204, 43, 24, 43, 40159, 271, 3360, 10361, 8813, 204, 23]","

 ",4824
erg were set on a steady state of evolution and conflict. The core idea of this'religion'was that there was a state that the z,"[6021, 646, 889, 313, 241, 12782, 1592, 275, 9359, 273, 8211, 204, 25, 390, 5304, 2163, 275, 414, 204, 18, 8271, 204, 18, 398, 325, 629, 398, 241, 1592, 325, 248, 725]", strap,19195
" brothers split their restaurant business between them following a disagreement over the direction that their joint business should take, Albert took Le Gavroche, while Michel","[11792, 8449, 525, 6012, 1100, 1192, 612, 1863, 241, 38497, 648, 248, 4934, 325, 525, 6168, 1100, 808, 980, 204, 23, 17018, 2065, 1135, 401, 543, 290, 1269, 204, 23, 1093, 12106]", ministre,54971
" his upcoming F. A. examination, when Ram Chandra Datta accompanied him to Surendra Nath Mitra's, house where Ramak","[545, 8229, 378, 25, 317, 25, 11889, 204, 23, 635, 9417, 636, 15003, 361, 14122, 13998, 801, 271, 11207, 50218, 53926, 9374, 344, 204, 18, 94, 204, 23, 1820, 881, 9417, 452]", emissions,11643
" for the WWE Intercontinental Championship. During the match, Benjamin got up on the ring apron and tried to take out Tyson Tomko, who accompanied","[312, 248, 36620, 4122, 57331, 15224, 204, 25, 6599, 248, 3185, 204, 23, 20529, 1331, 510, 313, 248, 5444, 47298, 273, 3506, 271, 980, 495, 45346, 5736, 5664, 204, 23, 569, 13998]", Ranch,19948
". Despite this, the Johnson","[204, 25, 10744, 414, 204, 23, 248, 7822]", días,21544
= = Early life = ,"[40, 204, 40, 12955, 1063, 204, 40, 204]", eats,30364
 his more conventional stories to the US magazines,"[545, 520, 11301, 4050, 271, 248, 1571, 18028]", voit,48142
 the seed follicles of the dead infruct,"[248, 8571, 56764, 275, 248, 3617, 1129, 1229]", implications,14124
 = = Books = ,"[204, 40, 204, 40, 10558, 204, 40, 204]", Ark,14400
zel Washington as ATF Special Agent Douglas,"[15827, 4868, 345, 7103, 49, 6155, 16993, 19040]",848,53080
= = Episodes = ,"[40, 204, 40, 7081, 42625, 204, 40, 204]",AAA,57670
 = = Personnel = ,"[204, 40, 204, 40, 49021, 204, 40, 204]",ENSE,34312
", / v / ","[204, 23, 204, 26, 354, 204, 26, 204]",空,21847
" while, citing the possibility of extr","[1093, 204, 23, 26817, 248, 7510, 275, 20692]",755,47232
 can be either vowels or conson,"[418, 314, 2335, 34012, 1097, 379, 749, 245]", INFORMATION,37355
 ( submersible ) ,"[204, 19, 3823, 358, 840, 204, 20, 204]", Ras,31879
 their own motivations. Several in the,"[525, 946, 36845, 204, 25, 14776, 272, 248]", podstaw,48599
 new head of cardiothoracic surgery,"[627, 1319, 275, 36147, 825, 252, 36754, 6704]",S,62
", in April 1964 and October","[23, 272, 3242, 204, 3954, 31, 273, 3692]",ekte,57482
 flight deck was 180 m (,"[6867, 9099, 398, 204, 7159, 266, 204, 19]", unconsciously,61426
 Retrieved 20 May 2015 ,"[18934, 204, 423, 1896, 204, 626, 32, 204]",Charl,23632
= = Personal life = ,"[40, 204, 40, 8840, 1063, 204, 40, 204]", offenses,37767
 in the Boat Race prior to this year. Three of the participants in the,"[272, 248, 26349, 15658, 3074, 271, 414, 649, 204, 25, 9004, 275, 248, 6381, 272, 248]", shipment,26274
" appears to not be addictive, also the intensity of the experience creates a dys","[5741, 271, 416, 314, 31061, 204, 23, 614, 248, 14062, 275, 248, 1417, 8176, 241, 9916]",委,45474
" ( 770 m ) long, with a clearance of 53","[204, 19, 204, 30642, 266, 204, 20, 916, 204, 23, 335, 241, 21779, 275, 204, 6765]", chests,63264
@ Blaise @-@ Moyenmoutier between 16 and,"[43, 1282, 22181, 204, 43, 24, 43, 42815, 250, 88, 351, 812, 1192, 204, 1243, 273]",Seed,57722
 disc or the tail. A ray touched on the disc will quickly turn toward,"[1080, 379, 248, 6804, 204, 25, 317, 20969, 12960, 313, 248, 1080, 451, 2976, 1411, 4419]", Calder,51972
 = = = = Chiral phases = = ,"[204, 40, 204, 40, 204, 40, 204, 40, 636, 7402, 19604, 204, 40, 204, 40, 204]", suff,3561
" time the couple had a drink with Viscount Ward, the former Secretary of","[601, 248, 2916, 618, 241, 4187, 335, 53074, 613, 18919, 204, 23, 248, 3734, 10383, 275]",aurus,25318
 See also renewable energy in the United States for US @-@ figures ,"[4946, 614, 17615, 2399, 272, 248, 2522, 2941, 312, 1571, 204, 43, 24, 43, 8395, 204]",Leader,62457
" may have been sexually dimorphic, meaning that males and females had slightly","[724, 413, 650, 22603, 4631, 13040, 276, 204, 23, 4113, 325, 14702, 273, 15688, 618, 5725]",wagen,25128
" Language and Culture, his first major book under the pseudonym Michael Savage ","[12413, 273, 13942, 204, 23, 545, 772, 2084, 1204, 813, 248, 34785, 6571, 5493, 41189, 204]",可怕,61467
 = = Taj Mahal Hotel and Oberoi Trident = ,"[204, 40, 204, 40, 39793, 10254, 268, 7536, 273, 24755, 5214, 1330, 933, 204, 40, 204]", Tone,47750
" Toronto developed the Turing programming language in 1982, named after Alan","[11449, 4027, 248, 301, 966, 9553, 3599, 272, 204, 2747, 29, 204, 23, 5200, 852, 17458]", Siemens,50376
", where atmospheric atoms can be excited and ionized, causing the aur","[204, 23, 881, 30532, 26553, 418, 314, 5565, 273, 20010, 1190, 204, 23, 8559, 248, 19635]",       ,6983
 = = New York Mets ( 2006 – 200,"[204, 40, 204, 40, 1184, 2798, 34916, 204, 19, 204, 853, 33, 204, 600, 204, 853]","
						",8459
" were rioters at the bottom of the stairs too, wearing masks or crash","[646, 33153, 358, 388, 248, 4532, 275, 248, 14611, 892, 204, 23, 6605, 14518, 379, 11019]",塔,31649
 progressive and rehashed. Heavy and calm. Just the way we,"[13163, 273, 292, 8460, 722, 204, 25, 19531, 273, 8854, 204, 25, 2648, 248, 818, 360]",�,2080
" around a real location. Initially, they had planned to use a large","[1111, 241, 1059, 3584, 204, 25, 36286, 204, 23, 506, 618, 7511, 271, 745, 241, 1902]",Prov,10287
" squared off at the front edge, as in Giganotosaurus ","[52787, 597, 388, 248, 2365, 5753, 204, 23, 345, 272, 401, 6910, 303, 363, 25318, 204]",Blog,19446
 in September 2003. The seventh tropical storm and second hurricane of the,"[272, 3278, 204, 853, 30, 204, 25, 390, 19819, 17512, 7695, 273, 1459, 30405, 275, 248]",hes,918
 cluttered and / or complicated you lose the average listener's ear ,"[62458, 273, 204, 26, 379, 9060, 299, 4735, 248, 3608, 24146, 204, 18, 94, 7304, 204]",olute,21053
" the Zodiac settle was originally placed in his rooms at 15 Buckingham Street on the The Strand in London,","[248, 53679, 12870, 398, 8506, 5394, 272, 545, 6113, 388, 204, 1030, 49270, 4294, 313, 248, 390, 45574, 272, 4414, 204, 23]", come,1239
" called Making Friends. Six members of the public, named Barrington, Bob, Dave ","[1964, 13519, 13725, 204, 25, 12732, 2094, 275, 248, 1202, 204, 23, 5200, 2958, 26479, 204, 23, 9151, 204, 23, 12623, 204]", payouts,34084
" James Stewart, who had presented Cooper with his first Oscar years earlier, accept on Cooper's","[4826, 18993, 204, 23, 569, 618, 5653, 12576, 335, 545, 772, 19983, 909, 4273, 204, 23, 2624, 313, 12576, 204, 18, 94]",拒,63074
 the British Isles ( 1940 ). Childe's pessimism surrounding the war,"[248, 5282, 63091, 204, 19, 204, 5387, 27, 204, 20, 204, 25, 5322, 80, 204, 18, 94, 43871, 1189, 8180, 248, 2694]",gende,27307
" any descriptive nature in the Turkish language, except to refer to Deckers products. The court further ruled","[607, 32714, 3415, 272, 248, 19055, 3599, 204, 23, 5048, 271, 4059, 271, 25513, 358, 1875, 204, 25, 390, 3520, 2515, 17310]", monoton,62823
" downy. Neither altricial nor precocial, the chicks begin to move around and explore their","[901, 100, 204, 25, 23352, 5103, 777, 470, 6044, 3292, 10016, 204, 23, 248, 39738, 2145, 271, 1822, 1111, 273, 5712, 525]",algorithm,60629
" Although they were only distant acquaintances, she accepted and they were married on June 27, 192","[5361, 506, 646, 736, 16654, 53211, 204, 23, 674, 7177, 273, 506, 646, 6143, 313, 3175, 204, 2102, 204, 23, 204, 6182]",ATA,13274
" offspring to put that damn thing down and go outside already. "" Childs added that the episode points","[34882, 271, 1340, 325, 10096, 1510, 901, 273, 471, 2835, 1775, 204, 25, 204, 13, 5322, 94, 2664, 325, 248, 6699, 2705]", RV,17442
 ). Rain mainly occurs during a short spell of two months during July and August. The recorded,"[204, 20, 204, 25, 13789, 7992, 9372, 1365, 241, 1866, 12784, 275, 847, 2137, 1365, 3313, 273, 3333, 204, 25, 390, 7831]", Adidas,49088
 hurricane hit the general area. The twelfth tropical storm and sixth hurricane of the 1933 Atlantic hurricane,"[30405, 3246, 248, 2679, 1766, 204, 25, 390, 748, 58371, 17512, 7695, 273, 16541, 30405, 275, 248, 204, 6128, 30, 14130, 30405]",fin,6370
" for fear of friendly @-@ fire casualties. When "" C "" Company reached Basly","[312, 4037, 275, 6350, 204, 43, 24, 43, 2858, 35495, 204, 25, 1699, 204, 13, 319, 204, 13, 4927, 5283, 6165, 309]", gadget,28772
"ire told him he could not use the bat with tape applied, so Brown discarded the loose fragments of the","[533, 2276, 801, 332, 765, 416, 745, 248, 7717, 335, 10695, 5989, 204, 23, 485, 6301, 34208, 248, 10636, 28687, 275, 248]", trilogy,36270
"14, which is entitled "" Freedom of speech, assembly and association "", is as","[1279, 204, 23, 585, 304, 11210, 204, 13, 17162, 275, 7193, 204, 23, 12206, 273, 9619, 204, 13, 204, 23, 304, 345]", kr,17357
" Road, is Tadley Acres, a modern housing development built on land partly belonging to the Duch","[5341, 204, 23, 304, 49751, 1844, 46908, 204, 23, 241, 3424, 6951, 2138, 3426, 313, 2168, 17455, 20144, 271, 248, 361, 718]", permitting,31362
", they rebuilt the Flyer with the forward elevator and rear rudder both enlarged and placed several feet farther away","[204, 23, 506, 40289, 248, 64363, 335, 248, 2662, 24565, 273, 9375, 33367, 969, 1216, 41836, 273, 5394, 1988, 3827, 23729, 1514]", embarrassed,25856
 = = = = The giant crab of Kamegaike = = =,"[204, 40, 204, 40, 204, 40, 204, 40, 390, 9598, 29876, 275, 531, 499, 3758, 536, 204, 40, 204, 40, 204, 40]", moisturizer,45572
". However, the collection outgrew the site, which has since been renamed the Getty Villa","[204, 25, 2071, 204, 23, 248, 3721, 495, 82, 2340, 248, 1692, 204, 23, 585, 504, 1428, 650, 34564, 248, 27227, 22710]",android,32473
astyre Pryce Lloyd in 1880 and had three children. He died suddenly of pneumonia in his,"[11227, 244, 56996, 333, 26088, 272, 204, 9892, 27, 273, 618, 1373, 1770, 204, 25, 707, 4841, 7766, 275, 23964, 272, 545]", Sean,18422
 = = = = WBO light @-@ middleweight title = =,"[204, 40, 204, 40, 204, 40, 204, 40, 367, 7541, 1547, 204, 43, 24, 43, 4345, 6197, 4120, 204, 40, 204, 40]", Explained,61694
 Atlantids = = = ,"[7009, 384, 1703, 204, 40, 204, 40, 204, 40, 204]",Understand,54157
 BPI certification awarded only for sales since 199,"[341, 14930, 11396, 10928, 736, 312, 3220, 1428, 204, 1840]", supplier,13158
 = = Level design = =,"[204, 40, 204, 40, 9513, 1168, 204, 40, 204, 40]",Wi,46874
 dying. In the coming days he received numerous,"[12312, 204, 25, 529, 248, 2574, 1522, 332, 3245, 5593]", Ihren,36744
" town, Rose shoots at him, mist","[3371, 204, 23, 8145, 28146, 388, 801, 204, 23, 4621]",kus,47310
 = = Creating the voice of God ,"[204, 40, 204, 40, 23359, 248, 3663, 275, 1750, 204]", unveiling,61966
"50 @,@ 000 and $","[1223, 204, 43, 23, 43, 204, 1321, 273, 204, 15]", worthless,36697
 total of 198 buses with daily ridership of,"[2724, 275, 204, 2747, 21104, 335, 3568, 5013, 9016, 275]",>.<,64041
= Channel Front and last battle = =,"[40, 13444, 10469, 273, 1143, 6201, 204, 40, 204, 40]", race,4475
" FINAL FANTASY IX "" Original Sound","[29274, 2040, 378, 12366, 43921, 35115, 204, 13, 15109, 11625]",consuming,29132
 The segmental elements are those that follow each other,"[390, 9536, 268, 4803, 362, 1014, 325, 1122, 1148, 599]", Milky,62642
 the Colorado Avalanche during a game on March ,"[248, 9651, 31604, 7115, 1365, 241, 1404, 313, 3102, 204]", abscess,62526
 of Matthew Hale's Pleas of the,"[275, 13854, 43958, 204, 18, 94, 18709, 277, 275, 248]",out,351
" episode a seven out of ten, denoting","[6699, 241, 5144, 495, 275, 3020, 204, 23, 2007, 15147]", gaze,13030
" week commencing April 23, 199","[1356, 713, 6661, 3242, 204, 1871, 204, 23, 204, 1840]",ís,10992
 = = = Equipment = ,"[204, 40, 204, 40, 204, 40, 13223, 204, 40, 204]", procéd,55347
. She died of a fever in 191,"[204, 25, 1261, 4841, 275, 241, 16026, 272, 204, 6474]",finder,32252
 been used in several major motion pictures including The Italian,"[650, 1042, 272, 1988, 2084, 7276, 4842, 1497, 390, 8103]", stuck,8287
 ) + 3 Cl2 (,"[204, 20, 204, 22, 204, 30, 1156, 29, 204, 19]", má,16259
 MiG @-@ 9 ),"[11384, 50, 204, 43, 24, 43, 204, 36, 204, 20]",xo,39645
"s Design. Chronicle Books, 199","[94, 4262, 204, 25, 39437, 10558, 204, 23, 204, 1840]", collaboration,8164
 and splash in the pool as Solange works the,"[273, 25348, 272, 248, 5001, 345, 5364, 863, 2027, 248]",178,16790
" of gold coins, iron spear heads and a","[275, 3589, 12774, 204, 23, 6657, 30490, 8630, 273, 241]", Capitalism,64742
 over all his old shows featuring Sideshow Bob,"[648, 455, 545, 1442, 3021, 9567, 302, 1910, 4773, 9151]", stranded,40684
 tale served as their inspiration. The first poem,"[13412, 5410, 345, 525, 8524, 204, 25, 390, 772, 13851]",rike,39054
", it was necessary to specialize. Borman","[23, 334, 398, 3224, 271, 24916, 204, 25, 341, 38059]",Acknowled,44714
5 ; Sledd's appointment was for a single year ,"[32, 204, 38, 302, 1046, 79, 204, 18, 94, 8544, 398, 312, 241, 2278, 649, 204]", tortured,39452
"14, 1895, 46 of 53 voters approved incorporation","[1279, 204, 23, 204, 9695, 32, 204, 23, 204, 4559, 275, 204, 6765, 11701, 6984, 42977]",scroll,37923
" the government. As a result, the state supported the coffee growers by","[248, 2183, 204, 25, 1130, 241, 1226, 204, 23, 248, 1592, 6246, 248, 4900, 37296, 431]", precautions,25612
" the British and their allies in all wars. The inscription reads : "" Animals In War.","[248, 5282, 273, 525, 19953, 272, 455, 15219, 204, 25, 390, 44764, 14127, 204, 37, 204, 13, 28114, 529, 3710, 204, 25]", graceful,44191
" at the age of 25, rather than being required to spend ten years working as an assistant director ","[388, 248, 2521, 275, 204, 1395, 204, 23, 2567, 661, 1003, 2554, 271, 3826, 3020, 909, 1660, 345, 267, 11428, 5219, 204]","“,",18246
" ] established the Seventies success formula : continuous touring "". Other bands identified with metal emerged in the U.S., such as","[204, 72, 5305, 248, 51479, 424, 1823, 8774, 204, 37, 10644, 25681, 204, 13, 204, 25, 4232, 12320, 6935, 335, 5420, 14875, 272, 248, 493, 25, 62, 25, 204, 23, 963, 345]", patriot,43706
". grandiflorus, D. graveolens, D. kutejensis, D. macrantha, D. ox","[25, 3110, 340, 4755, 359, 204, 23, 361, 25, 16769, 315, 594, 204, 23, 361, 25, 429, 1220, 85, 40959, 204, 23, 361, 25, 6183, 9585, 2188, 204, 23, 361, 25, 22206]",reur,62194
 Hong Kong Art Museum ( 201,"[11640, 11247, 2818, 7189, 204, 19, 204, 626]", upto,64597
 Entering a Hohmann transfer orbit from Earth to Jupiter from low Earth orbit,"[6606, 263, 241, 370, 1259, 10322, 4450, 27677, 427, 6490, 271, 31594, 427, 1958, 6490, 27677]", tribunal,44827
" in part to the resettlement of displaced people. Despite Rwanda's fertile ecosystem, food production often does not keep pace with population growth ","[272, 622, 271, 248, 560, 2343, 1977, 275, 32565, 692, 204, 25, 10744, 43226, 204, 18, 94, 40940, 12188, 204, 23, 1655, 3146, 1764, 960, 416, 1244, 9379, 335, 4558, 3047, 204]", amended,27201
 and make @-@ up by Erwin Wijaya. Cinematography was completed by Ipung Rach,"[273, 717, 204, 43, 24, 43, 510, 431, 3705, 5787, 51435, 9015, 204, 25, 43282, 35443, 398, 5326, 431, 62785, 1018, 49068]", Fotos,55465
 want them to do but expand on it.,"[729, 612, 271, 441, 480, 4725, 313, 334, 204, 25]", inciner,64556
", daughter of Major General Banastyre Pryce Lloyd in 1880 and had three children. He died suddenly of pneumonia in his home country of Ireland","[23, 5195, 275, 12461, 4860, 11688, 11227, 244, 56996, 333, 26088, 272, 204, 9892, 27, 273, 618, 1373, 1770, 204, 25, 707, 4841, 7766, 275, 23964, 272, 545, 1081, 2020, 275, 9226]", tanto,13373
 a constant that depends on the particular isotope ; for a given isotope,"[241, 7377, 325, 7713, 313, 248, 2057, 43276, 1419, 204, 38, 312, 241, 2132, 43276, 1419]",ichts,39352
" on his superior army, to entice Mondragón into a pitched battle, planning to use an ambush to draw the Spanish army into a","[313, 545, 8975, 9950, 204, 23, 271, 47110, 26654, 1860, 137, 123, 89, 679, 241, 31410, 6201, 204, 23, 4042, 271, 745, 267, 5407, 1519, 271, 3181, 248, 8693, 9950, 679, 241]", missed,7156
 Station in late October where he blockaded various German merchant ships in American and Mexican harbours. She intercepted the German ocean liner Columbus off Cape Hatteras,"[11415, 272, 3297, 3692, 881, 332, 3201, 9163, 2458, 6438, 24064, 13118, 272, 2281, 273, 14160, 4687, 61183, 204, 25, 1261, 64547, 248, 6438, 10166, 29347, 22912, 597, 17296, 370, 2830, 277]", roaring,48261
" span is a riveted, 8 @-@ panel Parker through truss. The next three spans are 547 ft ( 167","[12711, 304, 241, 8623, 17006, 204, 23, 204, 35, 204, 43, 24, 43, 6172, 18462, 788, 478, 1141, 204, 25, 390, 1407, 1373, 34428, 362, 204, 47984, 12094, 204, 19, 204, 21635]",imate,2331
 12 – 0 victory over the Yankees. He had four hits on September 15 in an 8 – 3 loss to the Blue,"[204, 928, 204, 600, 204, 27, 9071, 648, 248, 29501, 204, 25, 707, 618, 1855, 9693, 313, 3278, 204, 1030, 272, 267, 204, 35, 204, 600, 204, 30, 2690, 271, 248, 5721]",Port,11291
" the bastion of modernism in Paris, became Hemingway's mentor and godmother to his son Jack ; she introduced him to the expatri","[248, 15793, 280, 275, 3424, 1189, 272, 6671, 204, 23, 3569, 64179, 204, 18, 94, 19196, 273, 6394, 12288, 271, 545, 1990, 4164, 204, 38, 674, 6723, 801, 271, 248, 1115, 29844]","."",",28267
" 3 @.@ 3 ft ) in height. Groups 4 to 6, 13 to 17, 20","[204, 30, 204, 43, 25, 43, 204, 30, 12094, 204, 20, 272, 5518, 204, 25, 21528, 204, 31, 271, 204, 33, 204, 23, 204, 1313, 271, 204, 1392, 204, 23, 204, 423]", Tow,21547
 intense radio play of the single contributed largely to the attention Deep Purple would get in their early US tours and also during the 1970s. Modern reviews,"[10183, 6377, 884, 275, 248, 2278, 12480, 9540, 271, 248, 3197, 12604, 25183, 631, 577, 272, 525, 2304, 1571, 13814, 273, 614, 1365, 248, 204, 3344, 27, 94, 204, 25, 10751, 4272]", journalism,21331
", 1996, Bure was pushed into the boards head @-@ first by rookie defenceman Todd Simpson. He continued to play following","[23, 204, 1840, 33, 204, 23, 341, 458, 398, 9264, 679, 248, 11665, 1319, 204, 43, 24, 43, 772, 431, 26398, 18983, 1342, 18586, 30878, 204, 25, 707, 4902, 271, 884, 1863]", Über,21789
" hypocrisy do not survive for long on the chessboard. The creative combination lays bare the presumption of a lie, while the merciless fact, culminating","[48062, 441, 416, 10403, 312, 916, 313, 248, 25898, 3362, 204, 25, 390, 5182, 5777, 36057, 7142, 248, 61347, 275, 241, 5504, 204, 23, 1093, 248, 8487, 50932, 1249, 204, 23, 60205]", hp,29629
 of the motorway section carried out at the time revealed damage to a viaduct carrying the motorway over the Zagreb – Sisak – V,"[275, 248, 5267, 989, 3638, 6728, 495, 388, 248, 601, 7436, 4233, 271, 241, 2300, 308, 8742, 9326, 248, 5267, 989, 648, 248, 47641, 11578, 204, 600, 51708, 452, 204, 600, 553]", trud,42314
 pre @-@ specified positions within the applicator. This process is only engaged once staff are removed from the treatment room. The sources remain in,"[634, 204, 43, 24, 43, 9913, 7349, 1574, 248, 1729, 1322, 204, 25, 735, 1200, 304, 736, 9238, 1960, 2900, 362, 6235, 427, 248, 2820, 1664, 204, 25, 390, 5331, 4464, 272]",washed,42111
"2, 2006, announcing the planned card at the top of the show and attempting to hype up the crowd. Other "" host ","[29, 204, 23, 204, 853, 33, 204, 23, 27095, 248, 7511, 2315, 388, 248, 1246, 275, 248, 1049, 273, 13648, 271, 25950, 510, 248, 5772, 204, 25, 4232, 204, 13, 2597, 204]", wonderful,4089
